Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
CL0020928,C0534177,V0534177,10000,14-07-2025,1
CL0020929,C0534178,V0534178,10000,14-07-2025,1
CL0020930,C0534179,V0534179,10000,14-07-2025,1
CL0020931,C0534180,V0534180,10000,14-07-2025,1
CL0020932,C0534181,V0534181,10000,14-07-2025,1
CL0020933,C0534182,V0534182,10000,14-07-2025,1
CL0020934,C0534183,V0534183,10000,14-07-2025,1
CL0020935,C0534184,V0534184,10000,14-07-2025,1
CL0020936,C0534185,V0534185,10000,14-07-2025,1
CL0020937,C0534186,V0534186,10000,14-07-2025,1
CL0020938,C0534187,V0534187,10000,14-07-2025,1
CL0020939,C0534188,V0534188,10000,14-07-2025,1
CL0020940,C0534189,V0534189,10000,14-07-2025,1
CL0020941,C0534190,V0534190,10000,14-07-2025,1
CL0020942,C0534191,V0534191,10000,14-07-2025,1
CL0020943,C0534192,V0534192,10000,14-07-2025,1
CL0020944,C0534193,V0534193,10000,14-07-2025,1
CL0020945,C0534194,V0534194,10000,14-07-2025,1
CL0020946,C0534195,V0534195,10000,14-07-2025,1
CL0020947,C0534196,V0534196,10000,14-07-2025,1
CL0020948,C0534197,V0534197,10000,14-07-2025,1
CL0020949,C0534198,V0534198,10000,14-07-2025,1
CL0020950,C0534199,V0534199,10000,14-07-2025,1
CL0020951,C0534200,V0534200,10000,14-07-2025,1
CL0020952,C0534201,V0534201,10000,14-07-2025,1
CL0020953,C0534202,V0534202,10000,14-07-2025,1
CL0020954,C0534203,V0534203,10000,14-07-2025,1
CL0020955,C0534204,V0534204,10000,14-07-2025,1
CL0020956,C0534205,V0534205,10000,14-07-2025,1
CL0020957,C0534206,V0534206,10000,14-07-2025,1
CL0020958,C0534207,V0534207,10000,14-07-2025,1
CL0020959,C0534208,V0534208,10000,14-07-2025,1
CL0020960,C0534209,V0534209,10000,14-07-2025,1
CL0020961,C0534210,V0534210,10000,14-07-2025,1
CL0020962,C0534211,V0534211,10000,14-07-2025,1
CL0020963,C0534212,V0534212,10000,14-07-2025,1
CL0020964,C0534213,V0534213,10000,14-07-2025,1
CL0020965,C0534214,V0534214,10000,14-07-2025,1
CL0020966,C0534215,V0534215,10000,14-07-2025,1
CL0020967,C0534216,V0534216,10000,14-07-2025,1
CL0020968,C0534217,V0534217,10000,14-07-2025,1
CL0020969,C0534218,V0534218,10000,14-07-2025,1
CL0020970,C0534219,V0534219,10000,14-07-2025,1
CL0020971,C0534220,V0534220,10000,14-07-2025,1
CL0020972,C0534221,V0534221,10000,14-07-2025,1
CL0020973,C0534222,V0534222,10000,14-07-2025,1
CL0020974,C0534223,V0534223,10000,14-07-2025,1
CL0020975,C0534224,V0534224,10000,14-07-2025,1
CL0020976,C0534225,V0534225,10000,14-07-2025,1
CL0020977,C0534226,V0534226,10000,14-07-2025,1
CL0020978,C0534227,V0534227,10000,14-07-2025,1
CL0020979,C0534228,V0534228,10000,14-07-2025,1
CL0020980,C0534229,V0534229,10000,14-07-2025,1
CL0020981,C0534230,V0534230,10000,14-07-2025,1
CL0020982,C0534231,V0534231,10000,14-07-2025,1
CL0020983,C0534232,V0534232,10000,14-07-2025,1
CL0020984,C0534233,V0534233,10000,14-07-2025,1
CL0020985,C0534234,V0534234,10000,14-07-2025,1
CL0020986,C0534235,V0534235,10000,14-07-2025,1
CL0020987,C0534236,V0534236,10000,14-07-2025,1
CL0020988,C0534237,V0534237,10000,14-07-2025,1
CL0020989,C0534238,V0534238,10000,14-07-2025,1
CL0020990,C0534239,V0534239,10000,14-07-2025,1
CL0020991,C0534240,V0534240,10000,14-07-2025,1
CL0020992,C0534241,V0534241,10000,14-07-2025,1
CL0020993,C0534242,V0534242,10000,14-07-2025,1
CL0020994,C0534243,V0534243,10000,14-07-2025,1
CL0020995,C0534244,V0534244,10000,14-07-2025,1
CL0020996,C0534245,V0534245,10000,14-07-2025,1
CL0020997,C0534246,V0534246,10000,14-07-2025,1
CL0020998,C0534247,V0534247,10000,14-07-2025,1
CL0020999,C0534248,V0534248,10000,14-07-2025,1
CL0021000,C0534249,V0534249,10000,14-07-2025,1
CL0021001,C0534250,V0534250,10000,14-07-2025,1
CL0021002,C0534251,V0534251,10000,14-07-2025,1
CL0021003,C0534252,V0534252,10000,14-07-2025,1
CL0021004,C0534253,V0534253,10000,14-07-2025,1
CL0021005,C0534254,V0534254,10000,14-07-2025,1
CL0021006,C0534255,V0534255,10000,14-07-2025,1
CL0021007,C0534256,V0534256,10000,14-07-2025,1
CL0021008,C0534257,V0534257,10000,14-07-2025,1
CL0021009,C0534258,V0534258,10000,14-07-2025,1
CL0021010,C0534259,V0534259,10000,14-07-2025,1
CL0021011,C0534260,V0534260,10000,14-07-2025,1
CL0021012,C0534261,V0534261,10000,14-07-2025,1
CL0021013,C0534262,V0534262,10000,14-07-2025,1
CL0021014,C0534263,V0534263,10000,14-07-2025,1
CL0021015,C0534264,V0534264,10000,14-07-2025,1
CL0021016,C0534265,V0534265,10000,14-07-2025,1
CL0021017,C0534266,V0534266,10000,14-07-2025,1
CL0021018,C0534267,V0534267,10000,14-07-2025,1
CL0021019,C0534268,V0534268,10000,14-07-2025,1
CL0021020,C0534269,V0534269,10000,14-07-2025,1
CL0021021,C0534270,V0534270,10000,14-07-2025,1
CL0021022,C0534271,V0534271,10000,14-07-2025,1
CL0021023,C0534272,V0534272,10000,14-07-2025,1
CL0021024,C0534273,V0534273,10000,14-07-2025,1
CL0021025,C0534274,V0534274,10000,14-07-2025,1
CL0021026,C0534275,V0534275,10000,14-07-2025,1
CL0021027,C0534276,V0534276,10000,14-07-2025,1
CL0021028,C0534277,V0534277,10000,14-07-2025,1
CL0021029,C0534278,V0534278,10000,14-07-2025,1
CL0021030,C0534279,V0534279,10000,14-07-2025,1
CL0021031,C0534280,V0534280,10000,14-07-2025,1
CL0021032,C0534281,V0534281,10000,14-07-2025,1
CL0021033,C0534282,V0534282,10000,14-07-2025,1
CL0021034,C0534283,V0534283,10000,14-07-2025,1
CL0021035,C0534284,V0534284,10000,14-07-2025,1
CL0021036,C0534285,V0534285,10000,14-07-2025,1
CL0021037,C0534286,V0534286,10000,14-07-2025,1
CL0021038,C0534287,V0534287,10000,14-07-2025,1
CL0021039,C0534288,V0534288,10000,14-07-2025,1
CL0021040,C0534289,V0534289,10000,14-07-2025,1
CL0021041,C0534290,V0534290,10000,14-07-2025,1
CL0021042,C0534291,V0534291,10000,14-07-2025,1
CL0021043,C0534292,V0534292,10000,14-07-2025,1
CL0021044,C0534293,V0534293,10000,14-07-2025,1
CL0021045,C0534294,V0534294,10000,14-07-2025,1
CL0021046,C0534295,V0534295,10000,14-07-2025,1
CL0021047,C0534296,V0534296,10000,14-07-2025,1
CL0021048,C0534297,V0534297,10000,14-07-2025,1
CL0021049,C0534298,V0534298,10000,14-07-2025,1
CL0021050,C0534299,V0534299,10000,14-07-2025,1
CL0021051,C0534300,V0534300,10000,14-07-2025,1
CL0021052,C0534301,V0534301,10000,14-07-2025,1
CL0021053,C0534302,V0534302,10000,14-07-2025,1
CL0021054,C0534303,V0534303,10000,14-07-2025,1
CL0021055,C0534304,V0534304,10000,14-07-2025,1
CL0021056,C0534305,V0534305,10000,14-07-2025,1
CL0021057,C0534306,V0534306,10000,14-07-2025,1
CL0021058,C0534307,V0534307,10000,14-07-2025,1
CL0021059,C0534308,V0534308,10000,14-07-2025,1
CL0021060,C0534309,V0534309,10000,14-07-2025,1
CL0021061,C0534310,V0534310,10000,14-07-2025,1
CL0021062,C0534311,V0534311,10000,14-07-2025,1
CL0021063,C0534312,V0534312,10000,14-07-2025,1
CL0021064,C0534313,V0534313,10000,14-07-2025,1
CL0021065,C0534314,V0534314,10000,14-07-2025,1
CL0021066,C0534315,V0534315,10000,14-07-2025,1
CL0021067,C0534316,V0534316,10000,14-07-2025,1
CL0021068,C0534317,V0534317,10000,14-07-2025,1
CL0021069,C0534318,V0534318,10000,14-07-2025,1
CL0021070,C0534319,V0534319,10000,14-07-2025,1
CL0021071,C0534320,V0534320,10000,14-07-2025,1
CL0021072,C0534321,V0534321,10000,14-07-2025,1
CL0021073,C0534322,V0534322,10000,14-07-2025,1
CL0021074,C0534323,V0534323,10000,14-07-2025,1
CL0021075,C0534324,V0534324,10000,14-07-2025,1
CL0021076,C0534325,V0534325,10000,14-07-2025,1
CL0021077,C0534326,V0534326,10000,14-07-2025,1
CL0021078,C0534327,V0534327,10000,14-07-2025,1
CL0021079,C0534328,V0534328,10000,14-07-2025,1
CL0021080,C0534329,V0534329,10000,14-07-2025,1
CL0021081,C0534330,V0534330,10000,14-07-2025,1
CL0021082,C0534331,V0534331,10000,14-07-2025,1
CL0021083,C0534332,V0534332,10000,14-07-2025,1
CL0021084,C0534333,V0534333,10000,14-07-2025,1
CL0021085,C0534334,V0534334,10000,14-07-2025,1
CL0021086,C0534335,V0534335,10000,14-07-2025,1
CL0021087,C0534336,V0534336,10000,14-07-2025,1
CL0021088,C0534337,V0534337,10000,14-07-2025,1
CL0021089,C0534338,V0534338,10000,14-07-2025,1
CL0021090,C0534339,V0534339,10000,14-07-2025,1
CL0021091,C0534340,V0534340,10000,14-07-2025,1
CL0021092,C0534341,V0534341,10000,14-07-2025,1
CL0021093,C0534342,V0534342,10000,14-07-2025,1
CL0021094,C0534343,V0534343,10000,14-07-2025,1
CL0021095,C0534344,V0534344,10000,14-07-2025,1
CL0021096,C0534345,V0534345,10000,14-07-2025,1
CL0021097,C0534346,V0534346,10000,14-07-2025,1
CL0021098,C0534347,V0534347,10000,14-07-2025,1
CL0021099,C0534348,V0534348,10000,14-07-2025,1
CL0021100,C0534349,V0534349,10000,14-07-2025,1
CL0021101,C0534350,V0534350,10000,14-07-2025,1
CL0021102,C0534351,V0534351,10000,14-07-2025,1
CL0021103,C0534352,V0534352,10000,14-07-2025,1
CL0021104,C0534353,V0534353,10000,14-07-2025,1
CL0021105,C0534354,V0534354,10000,14-07-2025,1
CL0021106,C0534355,V0534355,10000,14-07-2025,1
CL0021107,C0534356,V0534356,10000,14-07-2025,1
CL0021108,C0534357,V0534357,10000,14-07-2025,1
CL0021109,C0534358,V0534358,10000,14-07-2025,1
CL0021110,C0534359,V0534359,10000,14-07-2025,1
CL0021111,C0534360,V0534360,10000,14-07-2025,1
CL0021112,C0534361,V0534361,10000,14-07-2025,1
CL0021113,C0534362,V0534362,10000,14-07-2025,1
CL0021114,C0534363,V0534363,10000,14-07-2025,1
CL0021115,C0534364,V0534364,10000,14-07-2025,1
CL0021116,C0534365,V0534365,10000,14-07-2025,1
CL0021117,C0534366,V0534366,10000,14-07-2025,1
CL0021118,C0534367,V0534367,10000,14-07-2025,1
CL0021119,C0534368,V0534368,10000,14-07-2025,1
CL0021120,C0534369,V0534369,10000,14-07-2025,1
CL0021121,C0534370,V0534370,10000,14-07-2025,1
CL0021122,C0534371,V0534371,10000,14-07-2025,1
CL0021123,C0534372,V0534372,10000,14-07-2025,1
CL0021124,C0534373,V0534373,10000,14-07-2025,1
CL0021125,C0534374,V0534374,10000,14-07-2025,1
CL0021126,C0534375,V0534375,10000,14-07-2025,1
CL0021127,C0534376,V0534376,10000,14-07-2025,1
CL0021128,C0534377,V0534377,10000,14-07-2025,1
CL0021129,C0534378,V0534378,10000,14-07-2025,1
CL0021130,C0534379,V0534379,10000,14-07-2025,1
CL0021131,C0534380,V0534380,10000,14-07-2025,1
CL0021132,C0534381,V0534381,10000,14-07-2025,1
CL0021133,C0534382,V0534382,10000,14-07-2025,1
CL0021134,C0534383,V0534383,10000,14-07-2025,1
CL0021135,C0534384,V0534384,10000,14-07-2025,1
CL0021136,C0534385,V0534385,10000,14-07-2025,1
CL0021137,C0534386,V0534386,10000,14-07-2025,1
CL0021138,C0534387,V0534387,10000,14-07-2025,1
CL0021139,C0534388,V0534388,10000,14-07-2025,1
CL0021140,C0534389,V0534389,10000,14-07-2025,1
CL0021141,C0534390,V0534390,10000,14-07-2025,1
CL0021142,C0534391,V0534391,10000,14-07-2025,1
CL0021143,C0534392,V0534392,10000,14-07-2025,1
CL0021144,C0534393,V0534393,10000,14-07-2025,1
CL0021145,C0534394,V0534394,10000,14-07-2025,1
CL0021146,C0534395,V0534395,10000,14-07-2025,1
CL0021147,C0534396,V0534396,10000,14-07-2025,1
CL0021148,C0534397,V0534397,10000,14-07-2025,1
CL0021149,C0534398,V0534398,10000,14-07-2025,1
CL0021150,C0534399,V0534399,10000,14-07-2025,1
CL0021151,C0534400,V0534400,10000,14-07-2025,1
CL0021152,C0534401,V0534401,10000,14-07-2025,1
CL0021153,C0534402,V0534402,10000,14-07-2025,1
CL0021154,C0534403,V0534403,10000,14-07-2025,1
CL0021155,C0534404,V0534404,10000,14-07-2025,1
CL0021156,C0534405,V0534405,10000,14-07-2025,1
CL0021157,C0534406,V0534406,10000,14-07-2025,1
CL0021158,C0534407,V0534407,10000,14-07-2025,1
CL0021159,C0534408,V0534408,10000,14-07-2025,1
CL0021160,C0534409,V0534409,10000,14-07-2025,1
CL0021161,C0534410,V0534410,10000,14-07-2025,1
CL0021162,C0534411,V0534411,10000,14-07-2025,1
CL0021163,C0534412,V0534412,10000,14-07-2025,1
CL0021164,C0534413,V0534413,10000,14-07-2025,1
CL0021165,C0534414,V0534414,10000,14-07-2025,1
CL0021166,C0534415,V0534415,10000,14-07-2025,1
CL0021167,C0534416,V0534416,10000,14-07-2025,1
CL0021168,C0534417,V0534417,10000,14-07-2025,1
CL0021169,C0534418,V0534418,10000,14-07-2025,1
CL0021170,C0534419,V0534419,10000,14-07-2025,1
CL0021171,C0534420,V0534420,10000,14-07-2025,1
CL0021172,C0534421,V0534421,10000,14-07-2025,1
CL0021173,C0534422,V0534422,10000,14-07-2025,1
CL0021174,C0534423,V0534423,10000,14-07-2025,1
CL0021175,C0534424,V0534424,10000,14-07-2025,1
CL0021176,C0534425,V0534425,10000,14-07-2025,1
CL0021177,C0534426,V0534426,10000,14-07-2025,1
CL0021178,C0534427,V0534427,10000,14-07-2025,1
CL0021179,C0534428,V0534428,10000,14-07-2025,1
CL0021180,C0534429,V0534429,10000,14-07-2025,1
CL0021181,C0534430,V0534430,10000,14-07-2025,1
CL0021182,C0534431,V0534431,10000,14-07-2025,1
CL0021183,C0534432,V0534432,10000,14-07-2025,1
CL0021184,C0534433,V0534433,10000,14-07-2025,1
CL0021185,C0534434,V0534434,10000,14-07-2025,1
CL0021186,C0534435,V0534435,10000,14-07-2025,1
CL0021187,C0534436,V0534436,10000,14-07-2025,1
CL0021188,C0534437,V0534437,10000,14-07-2025,1
CL0021189,C0534438,V0534438,10000,14-07-2025,1
CL0021190,C0534439,V0534439,10000,14-07-2025,1
CL0021191,C0534440,V0534440,10000,14-07-2025,1
CL0021192,C0534441,V0534441,10000,14-07-2025,1
CL0021193,C0534442,V0534442,10000,14-07-2025,1
CL0021194,C0534443,V0534443,10000,14-07-2025,1
CL0021195,C0534444,V0534444,10000,14-07-2025,1
CL0021196,C0534445,V0534445,10000,14-07-2025,1
CL0021197,C0534446,V0534446,10000,14-07-2025,1
CL0021198,C0534447,V0534447,10000,14-07-2025,1
CL0021199,C0534448,V0534448,10000,14-07-2025,1
CL0021200,C0534449,V0534449,10000,14-07-2025,1
CL0021201,C0534450,V0534450,10000,14-07-2025,1
CL0021202,C0534451,V0534451,10000,14-07-2025,1
CL0021203,C0534452,V0534452,10000,14-07-2025,1
CL0021204,C0534453,V0534453,10000,14-07-2025,1
CL0021205,C0534454,V0534454,10000,14-07-2025,1
CL0021206,C0534455,V0534455,10000,14-07-2025,1
CL0021207,C0534456,V0534456,10000,14-07-2025,1
CL0021208,C0534457,V0534457,10000,14-07-2025,1
CL0021209,C0534458,V0534458,10000,14-07-2025,1
CL0021210,C0534459,V0534459,10000,14-07-2025,1
CL0021211,C0534460,V0534460,10000,14-07-2025,1
CL0021212,C0534461,V0534461,10000,14-07-2025,1
CL0021213,C0534462,V0534462,10000,14-07-2025,1
CL0021214,C0534463,V0534463,10000,14-07-2025,1
CL0021215,C0534464,V0534464,10000,14-07-2025,1
CL0021216,C0534465,V0534465,10000,14-07-2025,1
CL0021217,C0534466,V0534466,10000,14-07-2025,1
CL0021218,C0534467,V0534467,10000,14-07-2025,1
CL0021219,C0534468,V0534468,10000,14-07-2025,1
CL0021220,C0534469,V0534469,10000,14-07-2025,1
CL0021221,C0534470,V0534470,10000,14-07-2025,1
CL0021222,C0534471,V0534471,10000,14-07-2025,1
CL0021223,C0534472,V0534472,10000,14-07-2025,1
CL0021224,C0534473,V0534473,10000,14-07-2025,1
CL0021225,C0534474,V0534474,10000,14-07-2025,1
CL0021226,C0534475,V0534475,10000,14-07-2025,1
CL0021227,C0534476,V0534476,10000,14-07-2025,1
CL0021228,C0534477,V0534477,10000,14-07-2025,1
CL0021229,C0534478,V0534478,10000,14-07-2025,1
CL0021230,C0534479,V0534479,10000,14-07-2025,1
CL0021231,C0534480,V0534480,10000,14-07-2025,1
CL0021232,C0534481,V0534481,10000,14-07-2025,1
CL0021233,C0534482,V0534482,10000,14-07-2025,1
CL0021234,C0535248,V0535248,10000,14-07-2025,1
CL0021235,C0535249,V0535249,10000,14-07-2025,1
CL0021236,C0535250,V0535250,10000,14-07-2025,1
CL0021237,C0535251,V0535251,10000,14-07-2025,1
CL0021238,C0535252,V0535252,10000,14-07-2025,1
CL0021239,C0535253,V0535253,10000,14-07-2025,1
CL0021240,C0535254,V0535254,10000,14-07-2025,1
CL0021241,C0535255,V0535255,10000,14-07-2025,1
CL0021242,C0535256,V0535256,10000,14-07-2025,1
CL0021243,C0535257,V0535257,10000,14-07-2025,1
CL0021244,C0535258,V0535258,10000,14-07-2025,1
CL0021245,C0535259,V0535259,10000,14-07-2025,1
CL0021246,C0535260,V0535260,10000,14-07-2025,1
CL0021247,C0535261,V0535261,10000,14-07-2025,1
CL0021248,C0535262,V0535262,10000,14-07-2025,1
CL0021249,C0535263,V0535263,10000,14-07-2025,1
CL0021250,C0535264,V0535264,10000,14-07-2025,1
CL0021251,C0535265,V0535265,10000,14-07-2025,1
CL0021252,C0535266,V0535266,10000,14-07-2025,1
CL0021253,C0535267,V0535267,10000,14-07-2025,1
CL0021254,C0535268,V0535268,10000,14-07-2025,1
CL0021255,C0535269,V0535269,10000,14-07-2025,1
CL0021256,C0535270,V0535270,10000,14-07-2025,1
CL0021257,C0535271,V0535271,10000,14-07-2025,1
CL0021258,C0535272,V0535272,10000,14-07-2025,1
CL0021259,C0535273,V0535273,10000,14-07-2025,1
CL0021260,C0535274,V0535274,10000,14-07-2025,1
CL0021261,C0535275,V0535275,10000,14-07-2025,1
CL0021262,C0535276,V0535276,10000,14-07-2025,1
CL0021263,C0535277,V0535277,10000,14-07-2025,1
CL0021264,C0535278,V0535278,10000,14-07-2025,1
CL0021265,C0535279,V0535279,10000,14-07-2025,1
CL0021266,C0535280,V0535280,10000,14-07-2025,1
CL0021267,C0535281,V0535281,10000,14-07-2025,1
CL0021268,C0535282,V0535282,10000,14-07-2025,1
CL0021269,C0535283,V0535283,10000,14-07-2025,1
CL0021270,C0535284,V0535284,10000,14-07-2025,1
CL0021271,C0535285,V0535285,10000,14-07-2025,1
CL0021272,C0535286,V0535286,10000,14-07-2025,1
CL0021273,C0535287,V0535287,10000,14-07-2025,1
CL0021274,C0535288,V0535288,10000,14-07-2025,1
CL0021275,C0535289,V0535289,10000,14-07-2025,1
CL0021276,C0535290,V0535290,10000,14-07-2025,1
CL0021277,C0535291,V0535291,10000,14-07-2025,1
CL0021278,C0535292,V0535292,10000,14-07-2025,1
CL0021279,C0535293,V0535293,10000,14-07-2025,1
CL0021280,C0535294,V0535294,10000,14-07-2025,1
CL0021281,C0535295,V0535295,10000,14-07-2025,1
CL0021282,C0535296,V0535296,10000,14-07-2025,1
CL0021283,C0535297,V0535297,10000,14-07-2025,1
CL0021284,C0535298,V0535298,10000,14-07-2025,1
CL0021285,C0535299,V0535299,10000,14-07-2025,1
CL0021286,C0535300,V0535300,10000,14-07-2025,1
CL0021287,C0535301,V0535301,10000,14-07-2025,1
CL0021288,C0535302,V0535302,10000,14-07-2025,1
CL0021289,C0535303,V0535303,10000,14-07-2025,1
CL0021290,C0535304,V0535304,10000,14-07-2025,1
CL0021291,C0535305,V0535305,10000,14-07-2025,1
CL0021292,C0535306,V0535306,10000,14-07-2025,1
CL0021293,C0535307,V0535307,10000,14-07-2025,1
CL0021294,C0535308,V0535308,10000,14-07-2025,1
CL0021295,C0535309,V0535309,10000,14-07-2025,1
CL0021296,C0535310,V0535310,10000,14-07-2025,1
CL0021297,C0535311,V0535311,10000,14-07-2025,1
CL0021298,C0535312,V0535312,10000,14-07-2025,1
CL0021299,C0535313,V0535313,10000,14-07-2025,1
CL0021300,C0535314,V0535314,10000,14-07-2025,1
CL0021301,C0535315,V0535315,10000,14-07-2025,1
CL0021302,C0535316,V0535316,10000,14-07-2025,1
CL0021303,C0535317,V0535317,10000,14-07-2025,1
CL0021304,C0535318,V0535318,10000,14-07-2025,1
CL0021305,C0535319,V0535319,10000,14-07-2025,1
CL0021306,C0535320,V0535320,10000,14-07-2025,1
CL0021307,C0535321,V0535321,10000,14-07-2025,1
CL0021308,C0535322,V0535322,10000,14-07-2025,1
CL0021309,C0535323,V0535323,10000,14-07-2025,1
CL0021310,C0535324,V0535324,10000,14-07-2025,1
CL0021311,C0535325,V0535325,10000,14-07-2025,1
CL0021312,C0535326,V0535326,10000,14-07-2025,1
CL0021313,C0535327,V0535327,10000,14-07-2025,1
CL0021314,C0535328,V0535328,10000,14-07-2025,1
CL0021315,C0535329,V0535329,10000,14-07-2025,1
CL0021316,C0551921,V0551921,10000,21-07-2025,1
CL0021317,C0551922,V0551922,10000,21-07-2025,1
CL0021318,C0551923,V0551923,10000,21-07-2025,1
CL0021319,C0551924,V0551924,10000,21-07-2025,1
CL0021320,C0551925,V0551925,10000,21-07-2025,1
CL0021321,C0551926,V0551926,10000,21-07-2025,1
CL0021322,C0551927,V0551927,10000,21-07-2025,1
CL0021323,C0551928,V0551928,10000,21-07-2025,1
CL0021324,C0551929,V0551929,10000,21-07-2025,1
CL0021325,C0551930,V0551930,10000,21-07-2025,1
CL0021326,C0551931,V0551931,10000,21-07-2025,1
CL0021327,C0551932,V0551932,10000,21-07-2025,1
CL0021328,C0551933,V0551933,10000,21-07-2025,1
CL0021329,C0551934,V0551934,10000,21-07-2025,1
CL0021330,C0551935,V0551935,10000,21-07-2025,1
CL0021331,C0551936,V0551936,10000,21-07-2025,1
CL0021332,C0551937,V0551937,10000,21-07-2025,1
CL0021333,C0551938,V0551938,10000,21-07-2025,1
CL0021334,C0551939,V0551939,10000,21-07-2025,1
CL0021335,C0551940,V0551940,10000,21-07-2025,1
CL0021336,C0551941,V0551941,10000,21-07-2025,1
CL0021337,C0551942,V0551942,10000,21-07-2025,1
CL0021338,C0551943,V0551943,10000,21-07-2025,1
CL0021339,C0551944,V0551944,10000,21-07-2025,1
CL0021340,C0551945,V0551945,10000,21-07-2025,1
CL0021341,C0551946,V0551946,10000,21-07-2025,1
CL0021342,C0551947,V0551947,10000,21-07-2025,1
CL0021343,C0551948,V0551948,10000,21-07-2025,1
CL0021344,C0551949,V0551949,10000,21-07-2025,1
CL0021345,C0551950,V0551950,10000,21-07-2025,1
CL0021346,C0551951,V0551951,10000,21-07-2025,1
CL0021347,C0551952,V0551952,10000,21-07-2025,1
CL0021348,C0551953,V0551953,10000,21-07-2025,1
CL0021349,C0551954,V0551954,10000,21-07-2025,1
CL0021350,C0551955,V0551955,10000,21-07-2025,1
CL0021351,C0551956,V0551956,10000,21-07-2025,1
CL0021352,C0551957,V0551957,10000,21-07-2025,1
CL0021353,C0551958,V0551958,10000,21-07-2025,1
CL0021354,C0551959,V0551959,10000,21-07-2025,1
CL0021355,C0551960,V0551960,10000,21-07-2025,1
CL0021356,C0551961,V0551961,10000,21-07-2025,1
CL0021357,C0551962,V0551962,10000,21-07-2025,1
CL0021358,C0551963,V0551963,10000,21-07-2025,1
CL0021359,C0551964,V0551964,10000,21-07-2025,1
CL0021360,C0551965,V0551965,10000,21-07-2025,1
CL0021361,C0551966,V0551966,10000,21-07-2025,1
CL0021362,C0551967,V0551967,10000,21-07-2025,1
CL0021363,C0551968,V0551968,10000,21-07-2025,1
CL0021364,C0551969,V0551969,10000,21-07-2025,1
CL0021365,C0551970,V0551970,10000,21-07-2025,1
CL0021366,C0551971,V0551971,10000,21-07-2025,1
CL0021367,C0551972,V0551972,10000,21-07-2025,1
CL0021368,C0551973,V0551973,10000,21-07-2025,1
CL0021369,C0551974,V0551974,10000,21-07-2025,1
CL0021370,C0551975,V0551975,10000,21-07-2025,1
CL0021371,C0551976,V0551976,10000,21-07-2025,1
CL0021372,C0551977,V0551977,10000,21-07-2025,1
CL0021373,C0551978,V0551978,10000,21-07-2025,1
CL0021374,C0551979,V0551979,10000,21-07-2025,1
CL0021375,C0551980,V0551980,10000,21-07-2025,1
CL0021376,C0551981,V0551981,10000,21-07-2025,1
CL0021377,C0551982,V0551982,10000,21-07-2025,1
CL0021378,C0551983,V0551983,10000,21-07-2025,1
CL0021379,C0551984,V0551984,10000,21-07-2025,1
CL0021380,C0551985,V0551985,10000,21-07-2025,1
CL0021381,C0551986,V0551986,10000,21-07-2025,1
CL0021382,C0551987,V0551987,10000,21-07-2025,1
CL0021383,C0551988,V0551988,10000,21-07-2025,1
CL0021384,C0551989,V0551989,10000,21-07-2025,1
CL0021385,C0551990,V0551990,10000,21-07-2025,1
CL0021386,C0551991,V0551991,10000,21-07-2025,1
CL0021387,C0551992,V0551992,10000,21-07-2025,1
CL0021388,C0551993,V0551993,10000,21-07-2025,1
CL0021389,C0551994,V0551994,10000,21-07-2025,1
CL0021390,C0551995,V0551995,10000,21-07-2025,1
CL0021391,C0551996,V0551996,10000,21-07-2025,1
CL0021392,C0551997,V0551997,10000,21-07-2025,1
CL0021393,C0551998,V0551998,10000,21-07-2025,1
CL0021394,C0551999,V0551999,10000,21-07-2025,1
CL0021395,C0552000,V0552000,10000,21-07-2025,1
CL0021396,C0552001,V0552001,10000,21-07-2025,1
CL0021397,C0552002,V0552002,10000,21-07-2025,1
CL0021398,C0552003,V0552003,10000,21-07-2025,1
CL0021399,C0552004,V0552004,10000,21-07-2025,1
CL0021400,C0552005,V0552005,10000,21-07-2025,1
CL0021401,C0552006,V0552006,10000,21-07-2025,1
CL0021402,C0552007,V0552007,10000,21-07-2025,1
CL0021403,C0552008,V0552008,10000,21-07-2025,1
CL0021404,C0552009,V0552009,10000,21-07-2025,1
CL0021405,C0552010,V0552010,10000,21-07-2025,1
CL0021406,C0552011,V0552011,10000,21-07-2025,1
CL0021407,C0552012,V0552012,10000,21-07-2025,1
CL0021408,C0552013,V0552013,10000,21-07-2025,1
CL0021409,C0552014,V0552014,10000,21-07-2025,1
CL0021410,C0552015,V0552015,10000,21-07-2025,1
CL0021411,C0552016,V0552016,10000,21-07-2025,1
CL0021412,C0552017,V0552017,10000,21-07-2025,1
CL0021413,C0552018,V0552018,10000,21-07-2025,1
CL0021414,C0552019,V0552019,10000,21-07-2025,1
CL0021415,C0552020,V0552020,10000,21-07-2025,1
CL0021416,C0552021,V0552021,10000,21-07-2025,1
CL0021417,C0552022,V0552022,10000,21-07-2025,1
CL0021418,C0552023,V0552023,10000,21-07-2025,1
CL0021419,C0552024,V0552024,10000,21-07-2025,1
CL0021420,C0552025,V0552025,10000,21-07-2025,1
CL0021421,C0552026,V0552026,10000,21-07-2025,1
CL0021422,C0552027,V0552027,10000,21-07-2025,1
CL0021423,C0552028,V0552028,10000,21-07-2025,1
CL0021424,C0552029,V0552029,10000,21-07-2025,1
CL0021425,C0552030,V0552030,10000,21-07-2025,1
